Time elapsed was 53285523ns or 0.053285523s
Time elapsed was 53657053ns or 0.053657053s
Time elapsed was 52991834ns or 0.052991834s
Time elapsed was 52634893ns or 0.052634893s
Time elapsed was 52300628ns or 0.052300628s
Time elapsed was 51874384ns or 0.051874384s
Time elapsed was 51890073ns or 0.051890073s
Time elapsed was 52252333ns or 0.052252333s
Time elapsed was 51984903ns or 0.051984903s
Time elapsed was 51984771ns or 0.051984771s
