Time elapsed was 59897905ns or 0.059897905s
Time elapsed was 60645824ns or 0.060645824s
Time elapsed was 59870813ns or 0.059870813s
Time elapsed was 59050160ns or 0.059050160s
Time elapsed was 59174686ns or 0.059174686s
Time elapsed was 58865874ns or 0.058865874s
Time elapsed was 59166181ns or 0.059166181s
Time elapsed was 59161246ns or 0.059161246s
Time elapsed was 59125199ns or 0.059125199s
Time elapsed was 59156614ns or 0.059156614s
