Time elapsed was 182874ns or 0.000182874s
Time elapsed was 257318ns or 0.000257318s
Time elapsed was 421447ns or 0.000421447s
Time elapsed was 218200ns or 0.000218200s
Time elapsed was 226635ns or 0.000226635s
Time elapsed was 666919ns or 0.000666919s
Time elapsed was 818187ns or 0.000818187s
Time elapsed was 526428ns or 0.000526428s
Time elapsed was 690399ns or 0.000690399s
Time elapsed was 539112ns or 0.000539112s
