0,25.89
1,27.19
2,28.49
3,29.79
4,31.09
5,32.39
6,33.69
7,34.99
8,36.29
9,37.59
10,38.89
11,40.19
12,41.49
13,42.79
14,44.09
15,45.39
16,46.69
17,47.99
18,49.29
19,50.59
20,51.89
21,53.19
22,54.49
23,55.79
24,57.09
25,58.39
26,59.69
27,60.99
28,62.29
29,63.59
30,64.89
31,66.19
32,67.49
33,68.79
34,70.09
35,71.39
36,72.69
37,73.99
38,75.29
39,76.59
40,77.89
41,79.19
42,80.49
43,81.79
44,83.09
45,84.39
46,85.69
47,86.99
48,88.29
49,89.59
50,90.89
51,92.19
52,93.49
53,94.79
54,96.09
55,97.39
56,98.69
57,99.99
58,101.29
59,102.59
60,103.89
61,105.19
62,106.49
63,107.79
64,109.09
65,110.39
66,111.69
67,112.99
68,114.29
69,115.59
70,116.89
71,118.19
72,119.49
73,120.79
74,122.09
75,123.39
76,124.69
77,125.99
78,127.29
79,128.59
80,129.89
81,131.19
82,132.49
83,133.79
84,135.09
85,136.39
86,137.69
87,138.99
88,140.29
89,141.59
90,142.89
91,144.19
92,145.49
93,146.79
94,148.09
95,149.39
96,150.69
97,151.99
98,153.29
99,154.59
